"","BabyID","Date","Time","BottleAmount","PumpingL","PumpingR","BreastfeedingL","BreastFeedingR","DurationSlept","DurationCried"
"248","1469675","2015-08-16","14:15:00+02:00",135,NA,NA,NA,NA,NA,NA
"249","1469675","2015-08-16","17:15:00+02:00",135,NA,NA,NA,NA,900,NA
"250","1469675","2015-08-16","20:00:00+02:00",125,NA,NA,NA,NA,NA,NA
"251","1469675","2015-08-16","23:30:00+02:00",100,NA,NA,NA,NA,NA,NA
"252","1469675","2015-08-17","07:30:00+02:00",120,NA,NA,NA,NA,NA,NA
"253","1469675","2015-08-17","10:30:00+02:00",200,NA,NA,NA,NA,NA,NA
"254","1469675","2015-08-17","13:30:00+02:00",100,NA,NA,NA,NA,NA,NA
"255","1469675","2015-08-17","16:00:00+02:00",135,NA,NA,NA,NA,NA,NA
"256","1469675","2015-08-17","19:30:00+02:00",120,NA,NA,NA,NA,NA,NA
"257","1469675","2015-08-17","21:00:00+02:00",100,NA,NA,NA,NA,NA,NA
"258","1469675","2015-08-17","23:59:00+02:00",135,NA,NA,NA,NA,NA,NA
"259","1469675","2015-08-18","07:15:00+02:00",120,NA,NA,NA,NA,NA,NA
"260","1469675","2015-08-18","10:30:00+02:00",150,NA,NA,NA,NA,NA,NA
"261","1469675","2015-08-18","13:30:00+02:00",130,NA,NA,NA,NA,NA,NA
"262","1469675","2015-08-18","14:45:00+02:00",60,NA,NA,NA,NA,NA,NA
"263","1469675","2015-08-18","16:30:00+02:00",120,NA,NA,NA,NA,NA,NA
"264","1469675","2015-08-18","19:30:00+02:00",180,NA,NA,NA,NA,NA,NA
"265","1469675","2015-08-18","23:30:00+02:00",80,NA,NA,NA,NA,NA,NA
"266","1469675","2015-08-19","04:30:00+02:00",90,NA,NA,NA,NA,NA,NA
"267","1469675","2015-08-19","08:15:00+02:00",70,NA,NA,NA,NA,NA,NA
"268","1469675","2015-08-19","10:30:00+02:00",120,NA,NA,NA,NA,1800,NA
"269","1469675","2015-08-19","11:45:00+02:00",80,NA,NA,NA,NA,NA,NA
"270","1469675","2015-08-19","14:30:00+02:00",135,NA,NA,NA,NA,NA,NA
"271","1469675","2015-08-19","17:30:00+02:00",120,NA,NA,NA,NA,NA,NA
"272","1469675","2015-08-19","20:15:00+02:00",200,NA,NA,NA,NA,NA,NA
"273","1469675","2015-08-19","23:15:00+02:00",65,NA,NA,NA,NA,NA,NA
"274","1469675","2015-08-20","07:30:00+02:00",135,NA,NA,NA,NA,NA,NA
"275","1469675","2015-08-20","10:30:00+02:00",120,NA,NA,NA,NA,1800,NA
"276","1469675","2015-08-20","12:30:00+02:00",135,NA,NA,NA,NA,5400,NA
"277","1469675","2015-08-20","15:00:00+02:00",60,NA,NA,NA,NA,NA,NA
"278","1469675","2015-08-20","17:30:00+02:00",135,NA,NA,NA,NA,NA,NA
"279","1469675","2015-08-20","19:30:00+02:00",70,NA,NA,NA,NA,NA,NA
"280","1469675","2015-08-20","23:00:00+02:00",135,NA,NA,NA,NA,NA,NA
"281","1469675","2015-08-21","07:15:00+02:00",110,NA,NA,NA,NA,NA,NA
"282","1469675","2015-08-21","10:30:00+02:00",100,NA,NA,NA,NA,NA,NA
"283","149286","2015-07-22","11:53:04+02:00",150,NA,NA,NA,NA,NA,NA
"284","149286","2015-07-22","17:45:00+02:00",140,NA,NA,NA,NA,NA,NA
"285","149286","2015-07-22","20:15:00+02:00",150,NA,NA,NA,NA,NA,NA
"286","149286","2015-07-23","02:00:00+02:00",150,NA,NA,NA,NA,NA,NA
"287","149286","2015-07-23","06:30:00+02:00",150,NA,NA,NA,NA,NA,NA
"288","149286","2015-07-23","11:15:00+02:00",145,NA,NA,NA,NA,NA,NA
"289","149286","2015-07-23","15:30:00+02:00",150,NA,NA,NA,NA,NA,NA
"290","149286","2015-07-23","19:00:00+02:00",150,NA,NA,NA,NA,NA,NA
"291","149286","2015-07-23","23:15:00+02:00",150,NA,NA,NA,NA,NA,NA
"292","149286","2015-07-24","04:15:00+02:00",150,NA,NA,NA,NA,NA,NA
"293","149286","2015-07-24","08:15:00+02:00",150,NA,NA,NA,NA,NA,NA
"294","149286","2015-07-24","12:15:00+02:00",150,NA,NA,NA,NA,NA,NA
"295","149286","2015-07-24","16:45:00+02:00",150,NA,NA,NA,NA,NA,NA
"296","149286","2015-07-24","20:30:00+02:00",150,NA,NA,NA,NA,NA,NA
"297","149286","2015-07-25","02:00:00+02:00",150,NA,NA,NA,NA,NA,NA
"298","149286","2015-07-25","06:15:00+02:00",150,NA,NA,NA,NA,NA,NA
"299","149286","2015-07-25","10:50:00+02:00",180,NA,NA,NA,NA,NA,NA
"300","149286","2015-07-25","16:45:00+02:00",180,NA,NA,NA,NA,NA,NA
"301","149286","2015-07-25","21:30:00+02:00",180,NA,NA,NA,NA,NA,NA
"302","149286","2015-07-26","03:20:00+02:00",180,NA,NA,NA,NA,NA,NA
"303","149286","2015-07-26","08:00:00+02:00",180,NA,NA,NA,NA,NA,NA
"304","149286","2015-07-28","04:10:00+02:00",180,NA,NA,NA,NA,NA,NA
"305","149286","2015-07-28","10:30:00+02:00",180,NA,NA,NA,NA,NA,NA
"306","149286","2015-07-28","15:40:00+02:00",180,NA,NA,NA,NA,NA,NA
"307","149286","2015-07-28","20:30:00+02:00",180,NA,NA,NA,NA,NA,NA
"308","149286","2015-07-29","01:30:00+02:00",180,NA,NA,NA,NA,NA,NA
"309","149286","2015-07-29","09:30:00+02:00",180,NA,NA,NA,NA,NA,NA
"310","149286","2015-07-29","14:15:00+02:00",180,NA,NA,NA,NA,NA,NA
"311","149286","2015-07-29","19:00:00+02:00",180,NA,NA,NA,NA,NA,NA
"312","149286","2015-07-29","23:35:00+02:00",180,NA,NA,NA,NA,NA,NA
"313","149286","2015-07-30","06:40:00+02:00",160,NA,NA,NA,NA,NA,NA
